"","units1","units2","l2reg","lambda","learn_rate","momentum","gamma","minibatchsz","repeats","activation1","activation2","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD",".B"
"22",47,70,2.02499133236159e-05,0.32253703577444,0.0188331590034068,0.992297269287519,0.920020165853202,387,8,"tanh","tanh",10.4362090803734,0.0104077640149926,9.27189948217661,0.3456989453803,0.0115501260894638,0.34258369094995,6
"23",48,89,0.0050984056413391,0.262551863491535,0.0376245090737939,0.625747766229324,0.611347939353436,441,7,"sigmoid","tanh",10.1779391650636,0.0173697808578214,8.98040880959723,0.114239171975529,0.016634856163844,0.0808870979792798,6
"24",51,48,0.000508179947467091,0.0799102486111224,0.787763183470815,0.804365758551285,0.698478868929669,584,1,"tanh","linear",NA,NA,NA,NA,NA,NA,5
"25",52,13,0.46255455886921,0.242266329098493,0.735698691103607,0.722512167645618,0.579426108160987,485,10,"linear","linear",NA,NA,NA,NA,NA,NA,5
"26",53,59,1.61217037111101,0.234820555709302,0.450894879177213,0.709122311556712,0.0340232471935451,434,5,"tanh","linear",23.2593878946157,0.0202807802900854,22.5275133440319,87.317760192823,0.0258637386854823,87.4610388099834,25
"27",53,69,9.74399237469884e-05,0.191203466430306,0.876311905682087,0.59307433234062,0.595911835553125,476,7,"tanh","tanh",10.4746381930076,0.00446537658949041,9.31356612575193,0.223700110756775,0.00180548386269207,0.287970756711776,6
"28",57,48,0.00203188394435436,0.189560661371797,0.0622500770259649,0.540934693184681,0.705578704830259,369,4,"linear","tanh",10.177789644327,0.0176643697236807,8.98023938064042,0.114239376530647,0.0165892186258607,0.0808868581299357,6
"29",58,25,1.95955936435251,0.162686101347208,0.810666721081361,0.63116632879246,0.410922905430198,280,1,"tanh","tanh",10.2675247211949,0.0173233224907867,9.08186839757612,0.10558054357476,0.01729592196023,0.0688319827448708,6
"30",59,20,2.66576680419496e-05,0.0751336423680186,0.16765302978456,0.83339072810486,0.267312844051048,517,1,"tanh","linear",NA,NA,NA,NA,NA,NA,5
"31",59,81,1.62781026069554e-05,0.0943077224306762,0.69830920919776,0.845867300173268,0.647335775196552,110,9,"tanh","sigmoid",10.2761299394431,0.023977950886978,9.0913437822682,0.114524369537767,0.0137568209484156,0.104601222269381,6
"32",65,14,0.000889505238561391,0.163289372622967,0.137895038351417,0.65118664491456,0.316899003461003,452,8,"sigmoid","tanh",10.1778549707775,0.0175040679707503,8.98031339121617,0.114239092830597,0.0168657029972772,0.0808868750062886,6
"33",65,21,0.0597319562478717,0.328332003206015,0.661284194793552,0.872958542779088,0.396269149379805,347,4,"tanh","tanh",10.4007801295901,0.0218623849970729,9.23164771485647,0.306630267759492,0.0241359884314154,0.315780464171771,6
"34",65,98,2.30119251411016,0.325322062149644,0.318134393310174,0.59680552361533,0.445433287415653,72,1,"sigmoid","tanh",10.210563906633,0.00374682133143887,9.01736324934799,0.114504497238642,0.00256611774002221,0.081789620513261,6
"35",66,22,0.212065161370897,0.0891152770258486,0.439397491281852,0.561818718677387,0.34469092823565,163,2,"sigmoid","linear",4.52972845835973,0.482147230236681,3.94579916315395,0.205820634580653,0.0439425239174259,0.213316369593117,25
"36",67,2,0.00249044811619706,0.0146722228266299,0.300771868089214,0.575755826197565,0.369108055485412,515,9,"linear","linear",NA,NA,NA,NA,NA,NA,5
"37",67,81,1.59791218581326,0.125664157699794,0.686407028697431,0.993029979290441,0.82190610235557,235,3,"sigmoid","sigmoid",10.2029445079368,0.0173493207098148,9.00873924926384,0.113969479571528,0.0196646379281071,0.080436713335437,6
"38",70,41,0.000154921470318506,0.329167075455189,0.981397967087105,0.836028408026323,0.10701822466217,329,3,"sigmoid","tanh",10.1777853439546,0.0134607102198177,8.98023447131078,0.114240542795491,0.0140121890891119,0.080887682534593,6
"40",72,71,3.44528585309227e-05,0.0958912727423012,0.745853544445708,0.549557641847059,0.0136519707739353,131,1,"tanh","sigmoid",10.3260905152833,NA,9.14689925169615,0.419104209545648,NA,0.439034733732,6
"41",73,91,2.38310556368868e-05,0.0285087216645479,0.271337185055017,0.911985310609452,0.619069122010842,542,4,"sigmoid","linear",NA,NA,NA,NA,NA,NA,5
"42",75,7,0.0679455150529198,0.38743678573519,0.0807400706689805,0.880500462953933,0.955302044516429,86,7,"tanh","sigmoid",10.1832537304283,0.0174539571341268,8.98643410884515,0.11424889952196,0.0166632983290521,0.0809175251807963,6
"43",79,83,0.0039182984269025,0.286650994978845,0.962486299918965,0.827794717159122,0.0686550985556096,169,7,"tanh","tanh",10.3081266514122,0.0083193403948904,9.12645142467101,0.0732064003464508,0.0107155633892029,0.0967886891403117,6
"44",85,62,0.444079947397132,0.0113481989130378,0.487419898854569,0.792743943980895,0.41703365999274,149,3,"linear","linear",NA,NA,NA,NA,NA,NA,5
"45",86,0,7.42786744697262e-05,0.0710912232287228,0.138108788756654,0.991556868888438,0.539215817581862,280,9,"sigmoid","linear",NA,NA,NA,NA,NA,NA,5
"46",86,2,0.0508615991883929,0.0202938064932823,0.997958147199824,0.984565462800674,0.826245097443461,465,5,"linear","linear",NA,NA,NA,NA,NA,NA,5
"47",92,94,0.141180856383155,0.29588507162407,0.449655083939433,0.993491291766986,0.595076477620751,89,8,"sigmoid","tanh",10.1804228766489,0.0157300415206818,8.98322140789701,0.114416861429335,0.0136929257874099,0.0810264568291399,6
"48",93,15,0.717899607870091,0.230357163306326,0.122233958449215,0.621972480672412,0.314434740226716,385,5,"sigmoid","tanh",10.2093436999833,0.0175161373693668,9.01598598754877,0.113869121260397,0.0169039709799769,0.0806354973200395,6
"49",94,32,0.0206338578362827,0.357485539186746,0.219361025141552,0.881823848350905,0.0509524089284241,267,6,"linear","linear",NA,NA,NA,NA,NA,NA,5
"50",95,48,0.000803543205873,0.145132495928556,0.682423040736467,0.828445891500451,0.590032272972167,124,7,"sigmoid","tanh",10.1778143366006,0.0184175624022198,8.98026733645778,0.114238945642902,0.0191775828551004,0.0808861173255275,6
"1",100,23,0.000310841589663869,0.0312778582796454,0.7753225939814,0.930307044764049,0.654007875360548,223,1,"linear","linear",NA,NA,NA,NA,NA,NA,5
