"","units1","units2","l2reg","lambda","learn_rate","momentum","gamma","minibatchsz","repeats","activation1","activation2","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD",".B"
"7",15,40,0.0153837169299259,0.327455971390009,0.0330348988063633,0.775220184703358,0.574000045657158,469,4,"linear","tanh",8.22503731973113,0.0116502602943078,7.84803726453366,0.0866561594239362,0.0144236966519827,0.065641415451526,6
"8",15,96,0.00479329458919714,0.0659832276403904,0.469980028923601,0.909207876422442,0.311137991026044,521,4,"linear","tanh",NA,NA,NA,NA,NA,NA,5
"9",22,89,5.905716144433e-05,0.297321114968508,0.712193985236809,0.905802071327344,0.970838694833219,302,10,"linear","linear",NA,NA,NA,NA,NA,NA,5
"10",23,8,0.0128167519631367,0.299876414611936,0.696578561328351,0.596303131780587,0.623790020821616,634,5,"sigmoid","linear",NA,NA,NA,NA,NA,NA,5
"11",25,19,0.14232768045956,0.231774558313191,0.834592305589467,0.942608369863592,0.953733236063272,259,6,"linear","tanh",8.83594687336437,0.00466531013112977,8.48591062222236,0.422872011610764,NA,0.430516807659302,6
"12",26,32,4.12586369606062,0.396576960198581,0.545519891194999,0.855747994617559,0.543981816619635,114,9,"sigmoid","linear",4.00764274136134,0.0135430760259095,3.36420797388234,0.140919148562798,0.0167853693948825,0.1360318282343,6
"13",26,35,0.00831122196826763,0.111099764145911,0.121964395046234,0.56268690363504,0.994641108671203,392,5,"sigmoid","sigmoid",8.22538820153164,0.0108863974034158,7.84840452871585,0.0866545318345749,0.0119717021678799,0.0656415191292685,6
"14",28,8,5.42847932791615e-05,0.0599342380650342,0.482772561023012,0.531953700003214,0.847521232673898,309,1,"linear","sigmoid",8.22489720962355,0.0167727324377277,7.84788990279792,0.0866555046794299,0.0220774856200516,0.0656408290693565,6
"15",30,61,0.0152244204318624,0.130695754103363,0.466056852368638,0.846423149458133,0.855055561289191,239,8,"tanh","linear",19.7471804866864,0.319564943060057,19.545076641757,14.852650071326,0.191048225929012,15.012672450308,5
"16",30,69,0.918222116497118,0.274254762381315,0.622087810887024,0.578756949631497,0.696259919088334,120,5,"linear","tanh",8.5439429148297,NA,8.18122312222236,0.32154240863818,NA,0.329511374232747,6
"17",33,57,2.07386777391025,0.248180956579745,0.75406858487986,0.559979524463415,0.764292242005467,240,2,"sigmoid","tanh",8.28095408453779,0.0106543317596658,7.90661795463775,0.0867905692035095,0.00767116079294065,0.0661379288215173,6
"19",40,10,1.04231761417259e-05,0.323970206081867,0.736300613032654,0.996805661707185,0.0453328613657504,545,7,"tanh","sigmoid",NA,NA,NA,NA,NA,NA,5
"20",41,64,0.0237955930433688,0.292884183302522,0.297343618469313,0.623224875191227,0.924243799643591,208,4,"linear","linear",NA,NA,NA,NA,NA,NA,5
"21",43,22,1.02674788567723e-05,0.0248232059180737,0.773550737183541,0.955456624738872,0.815589776495472,445,1,"tanh","tanh",8.22489710116827,NA,7.84788978888902,0.0866554630934518,NA,0.0656407681963128,6
"23",49,4,7.21112333293898e-05,0.23501173267141,0.0303863424342126,0.59224618668668,0.80604599090293,502,5,"tanh","tanh",8.2716769161499,0.0114087889807749,7.89689417641683,0.0841354459658664,0.0133689377904809,0.0636417338421319,6
"25",61,41,0.335695949923226,0.37253516158089,0.785697086714208,0.510657674865797,0.975250753574073,486,5,"sigmoid","sigmoid",8.23758982673554,0.0112250426915211,7.86119146573301,0.0866985386418971,0.0125508293034937,0.0656952967001098,6
"26",64,19,0.0350349588685342,0.0186196392402053,0.857471701921895,0.763493190985173,0.485103653045371,511,9,"tanh","linear",18.6926412711321,0.253992776109216,18.4415113549058,13.5925199575645,0.159712812382876,13.7663567001135,5
"27",64,95,0.00185538312794496,0.155872020032257,0.932065770495683,0.59583618096076,0.816175933694467,562,1,"sigmoid","sigmoid",NA,NA,NA,NA,NA,NA,5
"29",68,15,3.54463127284394,0.0649782238528133,0.653545555192977,0.518752954318188,0.279590376652777,457,2,"sigmoid","linear",3.29464623955665,0.0271422981728376,2.70678657909605,0.220627312240462,0.0286752592479703,0.202021054604796,6
"30",70,25,0.824381327788709,0.0868185762315989,0.874941358109936,0.540233982610516,0.829506981186569,406,4,"sigmoid","sigmoid",8.25977668012921,0.0109926561209435,7.8844376637532,0.0867474728385069,0.0120158747633731,0.0657904591668935,6
"33",78,6,2.63392058212992e-05,0.0214703198522329,0.492726340424269,0.949660553247668,0.898403391242027,404,1,"tanh","tanh",8.22489710116827,NA,7.84788978888902,0.0866554630934518,NA,0.0656407681963128,6
"32",78,43,1.19692194678025e-05,0.100094807520509,0.865673645865172,0.753027022234164,0.0577401167247444,218,6,"tanh","linear",67.6274619273353,0.0135422313380837,67.4474194523136,65.6666461192998,0.0151183755770375,65.8449558699237,5
"34",78,92,0.000378331809798086,0.33199733030051,0.0317108589224517,0.967243721359409,0.835386604303494,440,2,"tanh","linear",2.01398093646304,0.37930279488149,1.61035348240738,0.118868908614535,0.0675373474697842,0.106742478564526,25
"35",79,27,1.75212722029414e-05,0.00945955011993647,0.890799479326233,0.898707914515398,0.0760263677220792,453,1,"tanh","sigmoid",8.22489710116827,NA,7.84788978888902,0.0866554630934518,NA,0.0656407681963128,6
"36",79,88,3.48065461183094,0.386500688549131,0.540119988843799,0.559261886635795,0.893295079004019,70,3,"linear","linear",NA,NA,NA,NA,NA,NA,5
"37",80,79,4.9925209732272e-05,0.226250882446766,0.757372146472335,0.654883699957281,0.572089997585863,595,9,"sigmoid","sigmoid",NA,NA,NA,NA,NA,NA,5
"38",82,15,0.117017131727096,0.201055110618472,0.715691503603011,0.967453545308672,0.323402255075052,507,3,"linear","sigmoid",8.64997587533588,NA,8.29233423333347,0.170021534166968,NA,0.159272620469383,6
"39",83,27,0.000155793236992093,0.134477225970477,0.691319603472948,0.760823466698639,0.493682253174484,392,5,"linear","linear",NA,NA,NA,NA,NA,NA,5
"40",83,72,0.006333794508755,0.149607580248266,0.019175068475306,0.682583660702221,0.269402266480029,87,7,"tanh","sigmoid",8.22517863555115,0.0112124329294398,7.8481851918761,0.0866587950699694,0.0131466361270992,0.0656435676713994,6
"41",87,49,0.0004313946955424,0.351846193149686,0.206537863472477,0.894184638513252,0.270784079562873,262,2,"linear","linear",NA,NA,NA,NA,NA,NA,5
"42",90,70,6.51313413551569,0.291572332009673,0.755922284908593,0.598613569512963,0.395493692019954,595,1,"linear","sigmoid",NA,NA,NA,NA,NA,NA,5
"43",91,51,0.00141195171526733,0.333200168982148,0.924028768902645,0.98279894888401,0.700790479779243,620,2,"linear","tanh",NA,NA,NA,NA,NA,NA,5
"44",91,60,0.544673853848169,0.185648642014712,0.778810314601287,0.811506147147156,0.33653122279793,327,5,"tanh","sigmoid",8.25876875478789,0.0118110291683153,7.88339866928266,0.0897805624508712,0.0114056046002478,0.0701817700400045,6
"45",92,25,0.00166657092487571,0.0454257618635893,0.0568459308706224,0.906225086189806,0.543119695270434,397,10,"sigmoid","sigmoid",8.22500072892425,0.0110023481699708,7.84799841357099,0.0866554296023745,0.0120384616170364,0.0656410125657849,6
"46",93,19,0.157507528198728,0.0785278901457787,0.0645811888389289,0.930085538304411,0.747337301960215,611,10,"sigmoid","sigmoid",NA,NA,NA,NA,NA,NA,5
"47",94,86,2.11508927711978e-05,0.0676586863584816,0.289555428316817,0.513189229532145,0.0521699513774365,566,6,"sigmoid","sigmoid",NA,NA,NA,NA,NA,NA,5
"48",96,32,0.00489667570933732,0.0764232069253922,0.407267111819237,0.83940757275559,0.359254179056734,577,9,"tanh","sigmoid",NA,NA,NA,NA,NA,NA,5
"50",97,2,5.56229347461082,0.377529651299119,0.214145229430869,0.586974157136865,0.897660796530545,126,3,"linear","tanh",8.24709752167996,0.0124391909871564,7.87117933776164,0.0918683726554485,0.0120403352819504,0.0712251784823189,6
"49",97,14,0.000530022952944416,0.248306455463171,0.714037257013842,0.773321619722992,0.311579135013744,149,8,"linear","sigmoid",8.78307548776879,NA,8.43122312222236,0.236142419374621,NA,0.222177821715223,6
"1",100,63,0.000248338984000591,0.331582750193775,0.114762638695538,0.956364625832066,0.325481195468456,507,6,"linear","sigmoid",8.75636457575726,0.0142046026431577,8.40279430277791,0.0710415946333889,NA,0.0873051984222347,6
