"","units1","units2","l2reg","lambda","learn_rate","momentum","gamma","minibatchsz","repeats","activation1","activation2","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD",".B"
"24",58,40,0.0543080821606211,0.366155316587538,0.918015716131777,0.895937121938914,0.479783536167815,491,4,"sigmoid","linear",7.81079706148533,0.15222392660514,7.0484952764899,6.11013111900987,0.112913148662602,6.18904866108506,9
"25",59,83,0.219854677193438,0.368653992842883,0.905338466865942,0.659131298307329,0.125274081714451,251,6,"tanh","linear",97.1384045464591,0.0161761095325233,96.7681153385517,102.560114620936,0.0196933627013973,102.839245771367,8
"26",60,2,0.000112724426452405,0.217577290255576,0.441349075641483,0.530828034272417,0.409169400110841,376,5,"linear","tanh",12.4342596429844,0.000810236514541538,11.5212955473951,0.360396502689078,NA,0.399584147457118,9
"27",62,61,0.213133359279345,0.117693386785686,0.808727925410494,0.82125827553682,0.773549706209451,105,8,"tanh","tanh",11.7504598908946,0.0240369104095439,10.7805204144861,0.176762779219542,0.0226185207421663,0.205386151404514,9
"29",64,29,0.00117029475985267,0.150572518259287,0.434245049953461,0.996069108368829,0.130922495387495,169,9,"tanh","tanh",12.0289983534952,0.00159475889570809,11.0833773224323,0.196065890926557,0.00242077473831752,0.244919570958042,9
"30",65,40,0.0492402279613102,0.120910773612559,0.684436082839966,0.723654322559014,0.0800979768391699,247,8,"tanh","linear",5.57788452534002,0.0186372526098479,4.67318840816346,1.41346550342857,0.0108784582262666,1.28643499139552,9
"31",66,19,0.927268023806399,0.0115731774829328,0.55609219474718,0.715081829228438,0.867748035350814,406,2,"linear","linear",NA,NA,NA,NA,NA,NA,5
"33",70,56,1.80179049532804,0.115090831555426,0.116332048783079,0.506659589125775,0.930672246497124,145,7,"tanh","sigmoid",11.7630209573158,0.0167895915121958,10.7944503176387,0.119030302786821,0.0113356101962064,0.147751569267165,9
"34",72,29,4.93388648598541e-05,0.165437071397901,0.379909214330837,0.895358618581668,0.90717141283676,576,8,"tanh","sigmoid",NA,NA,NA,NA,NA,NA,5
"37",77,2,0.0163668629479966,0.144568363297731,0.234496090328321,0.955282064387575,0.645886718062684,217,5,"sigmoid","linear",7.36689922516336,0.206997373028611,6.64446119841028,14.8421325438536,0.0686187990693184,14.9697289716178,25
"38",77,80,0.0112353697312261,0.0498749969527125,0.840022579068318,0.638854306889698,0.379102445906028,565,8,"sigmoid","sigmoid",NA,NA,NA,NA,NA,NA,5
"39",78,85,0.160534876616613,0.115490646008402,0.692857739981264,0.574027344235219,0.463759576203302,480,5,"sigmoid","sigmoid",11.6991260447071,0.0196096885405904,10.724675302882,0.119559398393637,0.012240488037946,0.148146361168899,9
"40",79,59,0.000878018210053988,0.0579329394735396,0.602303490974009,0.609746876521967,0.0828215673100203,400,6,"tanh","linear",98.0205769786238,0.042815803590503,97.6015340633437,160.893127691144,0.037679243966177,161.113676659963,8
"41",79,61,0.837150840617325,0.335897915996611,0.467019551666453,0.615416352986358,0.865395580418408,563,7,"sigmoid","sigmoid",NA,NA,NA,NA,NA,NA,5
"44",91,37,0.379904592701982,0.331299861520529,0.328219929710031,0.619456221698783,0.162883769953623,194,3,"linear","tanh",12.3752313043882,5.71757586047556e-08,11.4539344302476,0.717363190629871,NA,0.795366756146389,9
"45",91,45,0.000294898968265374,0.0972107122652233,0.898776532383636,0.825659777969122,0.352351645939052,512,8,"sigmoid","linear",NA,NA,NA,NA,NA,NA,5
"46",92,8,0.323045032703876,0.12037578234449,0.623299971921369,0.565339349326678,0.980946912430227,139,5,"sigmoid","tanh",11.7142630551747,0.0182555540172486,10.7411907038783,0.11952310687327,0.0125686547647444,0.148117002107156,9
"47",96,48,1.61398098310304e-05,0.365554182510823,0.405412277439609,0.843627663329244,0.0256170188076794,289,1,"linear","tanh",12.72534062983,NA,11.8324066524698,1.00899721040589,NA,1.05497774771305,9
"48",97,57,5.44056809260914e-05,0.25053126802668,0.691499904496595,0.96783636091277,0.354545417940244,68,3,"tanh","linear",1134.81859471256,0.00409283538737672,1131.94485922134,1751.53369762435,0.00566105269702922,1753.25448401516,7
"49",99,79,0.000939420212027234,0.175320785865188,0.25276860781014,0.902295821812004,0.0744630224071443,65,2,"sigmoid","linear",1.65864257091355e+24,NA,1.65864257091355e+24,3.70618639521711e+24,NA,3.70618639521711e+24,5
"50",99,89,0.000250609976606023,0.399514007847756,0.16529519110918,0.989699824247509,0.175889082951471,79,10,"sigmoid","linear",2.26459695774299e+24,NA,2.26459695774299e+24,4.80228533977374e+24,NA,4.80228533977374e+24,5
"1",100,34,0.074032982306455,0.389423116762191,0.550816410919651,0.867932085529901,0.146488631376997,128,6,"tanh","linear",6.20366203380055,0.00688026156358011,5.40309666798122,3.65228988042763,0.00902952201300134,3.64271271455256,9
"2",100,39,5.47635352935918e-05,0.355615846440196,0.82157091004774,0.847282249829732,0.401275038253516,180,4,"tanh","tanh",12.4145683132665,0.0146929406250041,11.4990733191557,0.559901635212887,NA,0.606886562330054,9
