"","units1","units2","l2reg","lambda","learn_rate","momentum","gamma","minibatchsz","repeats","activation1","activation2","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD",".B"
"35",72,100,3.9344101213256e-05,0.191484164725989,0.462480153422803,0.761752353399061,0.150406994856894,66,8,"linear","linear",NA,NA,NA,NA,NA,NA,5
"38",77,21,0.00179796004869664,0.119314941950142,0.287248927401379,0.98342373513151,0.155870882095769,578,5,"sigmoid","linear",NA,NA,NA,NA,NA,NA,5
"39",77,44,0.000316687019898347,0.304590973071754,0.272027318365872,0.88068394723814,0.3488979190588,501,10,"linear","tanh",10.8729224605767,0.0156660975134798,9.81803240872408,0.401319906672258,0.0134751909156932,0.453487680940464,9
"40",79,45,0.00136164814524885,0.345925308577716,0.816573718097061,0.729977497714572,0.233026115223765,566,1,"sigmoid","tanh",NA,NA,NA,NA,NA,NA,5
"41",80,99,1.47159376413596e-05,0.211460536997765,0.855430588359013,0.933824485051446,0.201294154394418,238,4,"sigmoid","sigmoid",10.101167082281,0.0428600118302353,8.95883125605882,0.0705899035626942,0.0338806281500353,0.0672647200476586,9
"42",81,40,0.00205858170017927,0.0398062830790877,0.777296078624204,0.688180895522237,0.655846437206492,97,7,"linear","linear",NA,NA,NA,NA,NA,NA,5
"43",82,24,0.00523295238095636,0.147914602514356,0.763454229570925,0.907101097051054,0.47337941499427,150,7,"tanh","tanh",10.2427521864541,0.0279100129461964,9.11764440948043,0.170250836417485,0.0208787200420737,0.19835468251177,9
"44",85,54,0.0011149094474135,0.28201915146783,0.324698550626636,0.707696388708428,0.0658490422647446,294,3,"sigmoid","sigmoid",10.1011837841078,0.0323586596391051,8.9588500756116,0.070582337789899,0.0242002193800499,0.0672599884005504,9
"45",88,45,0.377015398909329,0.15944043006748,0.916375204920769,0.953428490669467,0.404619651380926,420,10,"sigmoid","tanh",10.1124579239439,0.0378393309113498,8.9715618668868,0.0705711941270967,0.0359049966566624,0.0672585220388685,9
"46",91,15,0.000267554291205542,0.271655471622944,0.113047737395391,0.558429942349903,0.506439477903768,600,4,"linear","linear",NA,NA,NA,NA,NA,NA,5
"47",92,100,6.4641259279615e-05,0.135172901768237,0.174961672630161,0.597188784042373,0.705500435782596,310,4,"tanh","sigmoid",10.1011691460716,0.0406594637456311,8.95883360749986,0.0705897539708884,0.0363218330404369,0.0672647816410161,9
"48",94,10,0.000177094294952387,0.0483107341453433,0.513575787190348,0.991484955884516,0.159790168283507,301,5,"tanh","sigmoid",10.1401640052372,0.0133863252884765,9.00228335040966,0.116679147852504,0.0153781669832154,0.0992046067597561,9
"49",96,62,8.67914824408143e-05,0.324059866368771,0.970327555201948,0.595234238542616,0.761160387424752,467,6,"sigmoid","linear",13638111138428.3,NA,13638111138428.3,26043416597906.6,NA,26043416597906.6,5
"50",99,10,0.0062280444632026,0.0160287514328957,0.799668289953843,0.914618132519536,0.550627223681659,378,1,"tanh","tanh",10.1021475903547,0.0644363902738408,8.95993650007348,0.0706787408350989,0.0806177286367268,0.0674062587536673,9
