"","units1","units2","l2reg","lambda","learn_rate","momentum","gamma","minibatchsz","repeats","activation1","activation2","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD",".B"
"9",18,21,0.178934543260839,0.191881748382002,0.214050455018878,0.888926783809438,0.844151945551857,637,8,"tanh","linear",NA,NA,NA,NA,NA,NA,5
"10",21,85,0.0015530094978948,0.393669432867318,0.432292205048725,0.988589361426421,0.524728755233809,100,7,"tanh","linear",820.67764898939,0.00810632703427608,820.581907078024,1078.57304354371,0.00482863723865967,1078.64699309239,7
"11",23,47,0.0615525556255803,0.115431614406407,0.579533696873114,0.973919568583369,0.966212479863316,261,2,"tanh","sigmoid",10.2921171658469,0.0217394586663974,9.25126927756629,0.0520843029436652,0.0214467096307206,0.0777348156910876,9
"13",26,53,0.0468994504273453,0.145525019988418,0.223780309781432,0.993044368806295,0.0140351897571236,558,10,"tanh","tanh",NA,NA,NA,NA,NA,NA,5
"14",28,44,0.00010874669300354,0.104170389100909,0.4415776100941,0.978763163322583,0.747454505879432,613,3,"linear","tanh",NA,NA,NA,NA,NA,NA,5
"15",29,18,0.0084585801481456,0.194119040109217,0.635424399049953,0.536970677552745,0.183162184432149,129,9,"tanh","sigmoid",10.3007445846723,0.0314872262170921,9.26079500059444,0.0644252780948656,0.0232250473727319,0.0941539379907407,9
"16",32,11,0.0459955214972008,0.394589320383966,0.0616985731758177,0.642808248405345,0.614395441254601,319,1,"sigmoid","linear",2.966661288975,0.579218273517095,2.34057626190988,0.143296371352065,0.0375457846914801,0.128591665495772,10
"17",35,80,4.77131957900318e-05,0.199070660583675,0.171926603652537,0.671512980596162,0.196241712663323,452,1,"tanh","sigmoid",10.2891819472218,0.0167479802997604,9.24799869744542,0.0523007575278919,NA,0.0778396021248598,9
"19",46,48,0.00546211377194529,0.176922677736729,0.957965220324695,0.990874975919724,0.449247140903026,453,1,"sigmoid","tanh",10.2893510002162,0.0106579161307848,9.24818683877848,0.0522944655525626,0.0121981503602179,0.0778509719311902,9
"20",47,2,0.00167936186184763,0.118775525689125,0.59727340657264,0.502960350248031,0.99847386777401,187,6,"linear","linear",NA,NA,NA,NA,NA,NA,5
"21",48,54,0.0802037318285896,0.0538983655162156,0.654496906558052,0.893082091584802,0.0708255798090249,330,2,"linear","sigmoid",10.6910875315445,NA,9.69244188605132,0.348548016393561,NA,0.375118915490128,9
"22",49,36,0.00354882724521705,0.142660315986723,0.780306311324239,0.787476954050362,0.160900678718463,599,1,"sigmoid","tanh",NA,NA,NA,NA,NA,NA,5
"24",50,35,2.23640947620778e-05,0.312149313557893,0.290084106614813,0.678301066043787,0.954285618383437,397,9,"sigmoid","linear",74813.4724662923,0.578200699795768,74813.4619042816,176614.090561425,0.0954647474806091,176614.095879798,6
"25",51,4,0.00015456710825484,0.148439617361873,0.889456582488492,0.981298212194815,0.94889686955139,543,10,"sigmoid","tanh",NA,NA,NA,NA,NA,NA,5
"26",53,49,0.051101736459112,0.320396903436631,0.0854028093162924,0.540452160057612,0.711793788010255,610,1,"linear","sigmoid",NA,NA,NA,NA,NA,NA,5
"27",57,87,9.59115517761313e-05,0.185248251911253,0.464051465271041,0.785040329326876,0.23397644306533,284,5,"sigmoid","sigmoid",10.2891837798808,0.0281739031643294,9.24800073439671,0.0523012765773869,0.0185385818906929,0.0778405011657918,9
"28",59,33,0.893176807162159,0.357660301681608,0.393385444302112,0.655099457479082,0.932461090851575,612,8,"tanh","sigmoid",NA,NA,NA,NA,NA,NA,5
"29",60,34,0.360839219030892,0.232652500923723,0.366272466490045,0.933674447820522,0.734020242234692,448,5,"tanh","linear",5.01335322445469,0.568159297310136,4.38993312935431,3.09081809689899,0.046856650470353,3.10478921806026,9
"30",64,1,5.02447245805221,0.164802483282983,0.103495616232976,0.848658130853437,0.208710926584899,540,3,"tanh","sigmoid",NA,NA,NA,NA,NA,NA,5
"31",71,54,2.64477159422404,0.123559581581503,0.671956703066826,0.635238980175927,0.567065912531689,345,4,"linear","linear",NA,NA,NA,NA,NA,NA,5
"32",73,41,0.327566570982245,0.0927502665668726,0.615239568520337,0.708442126750015,0.594841525657102,344,1,"tanh","sigmoid",10.2990293019765,0.027531356797499,9.25898774017926,0.0529607721431438,0.0202162181648767,0.0785261589864704,9
"33",75,13,0.012729629700798,0.370307741686702,0.868772409623489,0.905008317437023,0.747781271580607,555,4,"linear","linear",NA,NA,NA,NA,NA,NA,5
"35",76,8,0.00332452216106299,0.249933042377234,0.843592869117856,0.772164805210195,0.180036115925759,215,7,"tanh","tanh",10.4899724435946,0.0142316600828079,9.46957839494123,0.335159178077722,0.0224930099780822,0.373556873364575,9
"34",76,35,1.83890661474894e-05,0.182016799040139,0.367423143237829,0.75424223288428,0.946522988844663,218,10,"sigmoid","linear",53754732.0807785,0.567969299182678,53754732.0798002,113953928.713645,0.0920616995509356,113953928.714221,5
"36",78,76,3.32654724068666,0.261103249806911,0.0694061177782714,0.956030746572651,0.5990333952941,320,5,"linear","linear",NA,NA,NA,NA,NA,NA,5
"37",80,35,0.0722285418339534,0.179480761755258,0.640437109163031,0.732546012965031,0.666963162831962,165,10,"linear","sigmoid",10.5196542231811,0.0199767864156633,9.50357287934763,0.121606922618724,0.0271154805748941,0.148284041273365,9
"38",84,40,1.525812804828e-05,0.228999901004136,0.578174943570048,0.897255880525336,0.663461840245873,529,1,"sigmoid","linear",NA,NA,NA,NA,NA,NA,5
"39",88,40,0.00175704633830005,0.344629221409559,0.73862321046181,0.600788783514872,0.721676666289568,136,8,"sigmoid","tanh",10.2892473106016,0.0316694179540018,9.24807151058009,0.0522945913962034,0.0183067945714514,0.0778343716288657,9
"40",88,61,0.00774128543086093,0.00747876670211554,0.448971612378955,0.820483437972143,0.510983491782099,430,7,"tanh","tanh",10.2891823921703,0.0129213541526557,9.24799918800364,0.0523008133426964,0.0121798915794786,0.0778399638858404,9
"41",90,83,0.000255859768240944,0.397722704336047,0.824000719003379,0.823624545591883,0.281439965823665,175,7,"linear","linear",NA,NA,NA,NA,NA,NA,5
"42",90,92,0.000141317206534317,0.0422409240156412,0.550523962127045,0.973823912674561,0.349933828925714,441,5,"linear","linear",NA,NA,NA,NA,NA,NA,5
"43",91,43,1.41874953663108e-05,0.29458155753091,0.583103238372132,0.741391091840342,0.262422384927049,120,4,"linear","sigmoid",10.6661335849126,NA,9.66466410827354,0.229905752798795,NA,0.278261339535606,9
"44",91,81,1.77618613739113,0.364514282625169,0.251819286029786,0.543992903316393,0.275024897186086,593,5,"sigmoid","tanh",NA,NA,NA,NA,NA,NA,5
"45",93,2,0.00115815147024422,0.102523277979344,0.930944155436009,0.706559867714532,0.73613975616172,471,10,"linear","sigmoid",10.6205496600592,0.0152114663061658,9.61466454308096,0.172954394739741,0.0100906838300101,0.217524693197595,9
"46",94,59,0.0229931813623328,0.171105254255235,0.4155695179943,0.636875262367539,0.62111629312858,212,6,"linear","sigmoid",10.5228076988105,0.0243428086209139,9.5072665175458,0.148130860075662,0.0238941359314001,0.157481110017111,9
"47",95,46,1.88210623591867,0.277090598363429,0.493909399257973,0.93420587410219,0.802354703657329,466,9,"tanh","sigmoid",10.3694311222813,0.0269686079714934,9.33739121341022,0.0502223401836054,0.019060502683383,0.0748756353230238,9
"48",97,77,0.000117917025444693,0.391637867316604,0.638689035084099,0.537966666044667,0.875923466403037,551,6,"linear","tanh",NA,NA,NA,NA,NA,NA,5
"49",98,11,0.0344204671669225,0.170757024921477,0.309874433791265,0.878614428103901,0.728038976201788,557,1,"linear","tanh",NA,NA,NA,NA,NA,NA,5
"50",98,44,0.00633001166236684,0.284582291170955,0.657094624824822,0.624273897847161,0.238362016156316,270,3,"sigmoid","tanh",10.289316737012,0.0181881667528339,9.24814860277015,0.0523064350618161,0.0104747297273599,0.0778608209964126,9
