"","units1","units2","l2reg","lambda","learn_rate","momentum","gamma","minibatchsz","repeats","activation1","activation2","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD",".B"
"21",47,54,0.000137692124401072,0.133759393077344,0.936563336057588,0.994534170604311,0.84999333624728,140,4,"linear","tanh",9.05083097091092,0.00844430945998706,5.88073233361421,0.476590813218768,0.00130500449578221,0.683731921162987,7
"22",47,91,1.5806172548264e-05,0.0504473171196878,0.0746303899213672,0.665679531521164,0.596161098685116,478,2,"tanh","tanh",8.44124881163474,0.0147896699847116,4.99852946120114,0.0625954357227765,0.0160578944302966,0.0317748325284994,7
"20",47,100,0.223448890432528,0.272475581709296,0.313584117917344,0.643372668884695,0.138108018320054,81,4,"tanh","sigmoid",8.44821081750382,0.0163608622592371,5.00873261497146,0.0637261303545732,0.017416247293602,0.0332627024844449,7
"23",48,46,1.06103904825664e-05,0.385915660578758,0.102421010844409,0.964936883887276,0.542463327059522,587,4,"tanh","sigmoid",NA,NA,NA,NA,NA,NA,5
"24",50,2,0.00142752355697891,0.294372528791428,0.111457129009068,0.591970761772245,0.135203375015408,578,8,"linear","sigmoid",NA,NA,NA,NA,NA,NA,5
"25",51,72,0.504229701860467,0.318037113547325,0.574003785615787,0.921480770455673,0.274348152335733,606,4,"linear","sigmoid",NA,NA,NA,NA,NA,NA,5
"26",51,72,1.85573630970072,0.0915285808965564,0.119006148772314,0.909478234243579,0.266654775012285,221,5,"tanh","sigmoid",8.64559466850879,0.00208916371946609,5.29854540557216,0.0638354538897069,0.00194307953165151,0.036125444456542,7
"27",52,69,6.35113178925391,0.113630670309067,0.573092971229926,0.69854415091686,0.224837263813242,230,5,"linear","sigmoid",8.67102127076392,0.00426412050758168,5.33623810006607,0.105699965224696,0.00347395347599392,0.106127536714007,7
"30",56,81,6.9165003043088,0.354243443068117,0.477083384525031,0.801463342737406,0.428459872025996,613,7,"linear","sigmoid",NA,NA,NA,NA,NA,NA,5
"31",62,31,0.00339869511807851,0.344444166868925,0.941303398227319,0.511101057636552,0.460562533466145,279,4,"sigmoid","linear",726.809262005254,0.0281066555625684,726.158750702261,1539.71325124062,0.0266113592883748,1540.08089515693,5
"32",63,61,5.28316042339802e-05,0.0319656097330153,0.066104571102187,0.528203017194755,0.788455373840407,545,6,"linear","tanh",NA,NA,NA,NA,NA,NA,5
"33",64,31,4.21243479413247e-05,0.249132839776576,0.728841381845996,0.617594602284953,0.230010305764154,523,8,"linear","tanh",NA,NA,NA,NA,NA,NA,5
"34",65,71,0.570775229637787,0.363123358972371,0.0186646350193769,0.601686851587147,0.0686817527748644,375,10,"linear","tanh",8.59722811662338,0.0138375378081528,5.21815691864344,0.131191231691171,0.016888611276986,0.198557196862139,7
"35",72,93,0.0342752481832116,0.249025053158402,0.181511339033023,0.960062999511138,0.791385695338249,303,2,"tanh","tanh",8.44173949116948,0.02141740303354,4.99924974312003,0.0627101274550622,0.0229267546295243,0.032071987207803,7
"36",75,27,8.28563946629643e-05,0.0995020089671016,0.742589303990826,0.662111412617378,0.504306964110583,494,5,"linear","tanh",9.11737667023078,NA,5.99281048946915,0.334948483744183,NA,0.455336332345265,7
"37",77,0,0.0796806520017677,0.32703919922933,0.659706673352048,0.637676517362706,0.786135675152764,300,8,"tanh","sigmoid",NA,NA,NA,NA,NA,NA,5
"38",77,49,0.121362440912808,0.249075212795287,0.323319060727954,0.926562784006819,0.344584961188957,414,6,"linear","sigmoid",8.66775209801283,NA,5.32873118053988,0.101780830839434,NA,0.157799086410019,7
"39",79,43,0.000849986287218067,0.186961289122701,0.460987085476518,0.966822607442737,0.932025737827644,315,9,"tanh","linear",30.7604853352372,0.00753224091579248,28.88345351641,18.4902446486113,0.00805995770079961,18.6635295402558,6
"40",85,72,0.000212506974620572,0.243040080182254,0.665981095517054,0.837402199395001,0.785996061982587,412,5,"tanh","tanh",8.6118542331378,0.012924507072785,5.24191614351658,0.156344189856079,0.0194397614968601,0.241137287568861,7
"41",86,10,0.0069445255634187,0.161570244468749,0.319548432948068,0.807501538423821,0.0613272849004716,273,4,"tanh","tanh",8.48413445308394,0.00556985383447595,5.06151085519842,0.0923695784236882,0.00499459164143184,0.148523305216737,7
"42",87,71,9.04642727695783,0.0950327944941819,0.727355870651081,0.947742825257592,0.201513690175489,91,3,"sigmoid","tanh",8.56074731396575,0.0247553646332923,5.17556932662463,0.0596562452667773,0.018253074785525,0.0292489415223624,7
"44",91,69,0.000655896604305936,0.371625644434243,0.64452753495425,0.865379812661558,0.830679705599323,529,9,"linear","linear",NA,NA,NA,NA,NA,NA,5
"46",92,88,0.00944252890627293,0.259838452376425,0.908642533933744,0.795221785549074,0.653216363163665,594,9,"linear","sigmoid",NA,NA,NA,NA,NA,NA,5
"48",95,55,0.154397690507829,0.371734884846956,0.965583381708711,0.925148385344073,0.15199093776755,605,1,"linear","linear",NA,NA,NA,NA,NA,NA,5
"49",95,84,2.07547502523537e-05,0.152520183101296,0.571594220818952,0.952468737028539,0.622015230823308,492,4,"tanh","sigmoid",8.54603357259768,0.0195500912500622,5.15296875460914,0.0846799343519241,NA,0.0987176312702577,7
"50",99,25,7.83197064932533e-05,0.222667847853154,0.0114880863111466,0.747810796368867,0.576421150704846,64,2,"linear","sigmoid",8.44124862470211,0.0118826054907707,4.99852920975687,0.0625954458678444,0.0129931002638568,0.0317748643575408,7
"1",100,55,5.42913073308675,0.174706171359867,0.339967086911201,0.693975312053226,0.660931927151978,354,10,"tanh","tanh",8.9019600146726,0.0107361080938242,5.66814612504028,0.0641865109444425,0.00959464085139738,0.0444318235651214,7
